% Sensorgestyetzte intelligente Umgebungen
%
% Introduction to Machine Learning
%
% Oscar Martinez Mozos  ommozos@ommozos.unizar.es
%

@relation people_2D

@attribute n_points integer
@attribute std real
@attribute mean_deviation real
@attribute width real
@attribute linearity real
@attribute circularity real
@attribute radius real
@attribute boundary_length real
@attribute boundary_regularity real
@attribute mean_curvaure real
@attribute angular_difference real
@attribute person {-1, 1} 

@data
12,0.27112,0.072092,0.19418,0.36418,0.002674,0.077279,0.3031,0.01907,224.18,0.045258,-1
21,0.33103,0.10204,0.38063,0.60964,0.0019545,0.2221,0.49383,0.016057,444.52,-0.070131,-1
34,0.49706,0.23866,0.90208,0.14816,0.013508,1.6237,0.95638,0.010369,355.31,0.066039,-1
13,0.31256,0.089742,0.33013,0.071149,0.001028,0.4385,0.33578,0.0016918,66.123,0.0034968,-1
7,0.17503,0.025207,0.092103,0.0436,3.111e-005,0.06944,0.10256,0.012499,101.33,0.21973,-1
58,0.45216,0.2016,0.75499,1.6912,0.3849,0.26504,0.97709,0.015433,1033.9,0.0017666,-1
46,0.35125,0.12045,0.41372,0.74234,0.042029,0.21435,0.56729,0.0075035,1411.4,0.0018632,-1
29,0.20442,0.040776,0.12896,0.3236,0.0078997,0.0507,0.23863,0.0079908,1717.6,0.079234,1
20,0.36408,0.12592,0.47479,0.05417,0.0015274,0.98078,0.48582,0.0078227,269.88,-0.0064071,-1
7,0.20389,0.03496,0.12187,0.042967,3.53e-005,0.10961,0.12878,0.0031019,50.651,-0.13402,-1
25,0.18918,0.034351,0.12875,0.19124,0.0045195,0.050603,0.16689,0.0030127,1161.2,0.052131,1
4,0.15555,0.018147,0.054376,0.0012683,1.79e-006,0.21277,0.054425,5.883e-005,9.0852,0.014301,-1
33,0.31176,0.093259,0.34484,1.6301,0.00079599,0.18414,0.43683,0.0050342,939.5,0.035309,-1
49,0.46874,0.21517,0.84972,0.18541,0.02763,1.1483,0.86367,0.0017576,393.62,0.017696,-1
13,0.3031,0.08441,0.3067,0.052398,0.00045138,0.54086,0.31258,0.0035623,104.11,0.0091089,-1
11,0.25926,0.062745,0.17577,0.25361,0.0022534,0.070821,0.26829,0.01579,203.39,0.12013,-1
20,0.32817,0.099812,0.36666,0.59402,0.00096482,0.21088,0.4478,0.015562,322.24,-0.083584,-1
34,0.49872,0.24079,0.89021,0.17282,0.084677,0.66919,0.9564,0.011884,419.16,0.060938,-1
13,0.31136,0.089194,0.33002,0.058755,0.00020025,0.72953,0.33429,0.0012422,52.818,0.0034927,-1
6,0.17105,0.02367,0.079132,0.031869,3.1e-005,0.056911,0.087167,0.01063,85.025,0.23273,-1
58,0.45284,0.20194,0.75217,1.7217,0.41219,0.25977,0.99414,0.016232,1061.7,-0.015418,-1
55,0.38316,0.14327,0.5326,1.1227,0.025407,0.37754,0.68995,0.0079784,1658.1,0.018521,-1
28,0.20867,0.041734,0.12113,0.45539,0.0035782,0.049267,0.21734,0.0048382,1413.4,0.086426,1
12,0.29454,0.07953,0.29799,0.049516,0.00015242,0.66345,0.30784,0.010223,156.81,0.039894,-1
9,0.22337,0.044066,0.15741,0.029388,9.4e-005,0.22373,0.16292,0.0013191,99.325,-0.11011,-1
24,0.18682,0.033266,0.12457,0.23006,0.008176,0.037978,0.16225,0.003447,1020.2,0.039073,1
33,0.31262,0.094002,0.34347,1.8108,0.0015792,0.17835,0.43214,0.0047746,839.35,0.029498,-1
49,0.46857,0.21503,0.84687,0.17954,0.0088087,1.9956,0.86163,0.0011777,536.19,0.00073694,-1
13,0.30228,0.083845,0.30996,0.047864,0.0002127,0.69813,0.31785,0.0043417,138.06,0.041317,-1
11,0.26208,0.063416,0.1768,0.29132,0.0023479,0.071721,0.27492,0.016615,175.91,0.14262,-1
14,0.30071,0.08198,0.30992,0.2139,0.00076612,0.23034,0.33565,0.013768,185.79,-0.069944,-1
34,0.49638,0.2376,0.89645,0.15803,0.017872,1.4211,0.95625,0.011577,378.63,0.063606,-1
13,0.31116,0.089297,0.33008,0.040229,0.00076511,0.5464,0.33559,0.00099035,88.872,0.018174,-1
6,0.16836,0.023684,0.076553,0.02248,4.058e-005,0.067013,0.082838,0.0090347,142.23,0.24854,-1
58,0.45255,0.20186,0.75605,1.713,0.44007,0.25382,0.9789,0.015613,1058.2,-0.0098522,-1
71,0.4444,0.19431,0.76504,1.1929,0.35271,0.33042,0.93487,0.006851,2139.7,0.012281,-1
29,0.19966,0.037367,0.11537,0.60877,0.0016456,0.049291,0.20552,0.0060104,1744.5,0.038921,1
5,0.18278,0.026813,0.077998,0.035396,0.00013161,0.040262,0.09142,0.0028121,83.316,-0.15372,-1
25,0.18935,0.034219,0.12758,0.21897,0.0068738,0.040227,0.16256,0.0030339,1341.6,0.041075,1
35,0.32298,0.10003,0.37172,2.1796,0.00096195,0.19224,0.47976,0.0056981,876.88,0.051787,-1
52,0.48212,0.22796,0.89797,0.81508,0.0064901,2.3676,0.94407,0.0035184,511.93,0.018175,-1
13,0.30993,0.087845,0.31268,0.093237,0.0013345,0.33415,0.32683,0.0055208,137.47,-0.075493,-1
13,0.27415,0.069199,0.25114,0.27084,0.019529,0.078792,0.37965,0.026514,292,0.033824,-1
21,0.33079,0.10114,0.37811,0.62693,0.0021161,0.21504,0.48604,0.014453,435.41,-0.064352,-1
34,0.49755,0.23859,0.8845,0.18218,0.039703,0.96052,0.95305,0.013828,462.19,0.056504,-1
13,0.31211,0.089679,0.33002,0.044788,0.002283,0.33404,0.33401,0.00089456,70.56,0.003507,-1
6,0.17019,0.023475,0.082281,0.039731,2.584e-005,0.055291,0.093452,0.016042,102.56,0.27045,-1
58,0.4526,0.20158,0.75396,1.7036,0.40208,0.26164,0.98612,0.016664,1032.5,-0.012245,-1
86,0.51527,0.25981,1.0524,1.482,0.20079,0.85008,1.2548,0.0073908,2707.3,0.0099805,-1
46,0.36156,0.11694,0.29778,1.1864,0.023979,0.14424,0.53775,0.021352,3016.9,0.022093,1
34,0.31871,0.096955,0.35806,1.7947,0.00096148,0.18351,0.4724,0.0064415,924.06,0.049275,-1
49,0.46868,0.21512,0.84995,0.15683,0.010377,1.8578,0.86146,0.0013749,439.91,0.010971,-1
13,0.30287,0.084281,0.30412,0.061191,0.00085871,0.40794,0.31204,0.0043127,146.93,-0.018707,-1
12,0.26694,0.064743,0.19451,0.2979,0.0017208,0.083016,0.28944,0.015898,218.15,0.10198,-1
17,0.31057,0.089859,0.34236,0.31401,0.00084537,0.25204,0.38639,0.014712,347.53,-0.036587,-1
34,0.4947,0.23644,0.88847,0.16189,0.019655,1.3516,0.95099,0.011174,357.66,0.064868,-1
13,0.31221,0.08966,0.32954,0.058706,0.001424,0.39889,0.33303,0.00078442,37.437,0.00046847,-1
6,0.17998,0.026227,0.077813,0.029343,0.00011432,0.044547,0.087198,0.010465,96.428,0.21189,-1
58,0.45256,0.20168,0.75334,1.7393,0.39306,0.26373,0.98687,0.015312,1200.2,-0.017202,-1
95,0.56675,0.31262,1.3607,2.1228,0.072588,1.8529,1.5494,0.0088557,2338.1,0.019772,-1
3,0.13978,0.013012,0.039037,7.984e-005,0,3.181,0.039037,0,0.31437,-0.003068,-1
31,0.17849,0.030375,0.11499,0.84794,0.0019034,0.056766,0.24296,0.017687,2465.4,0.089389,1
5,0.10853,0.0093804,0.032177,0.0074816,1.002e-005,0.026983,0.034878,0.0045683,284.75,0.20556,1
34,0.31673,0.096349,0.35507,2.6725,0.0010038,0.19508,0.44322,0.0043689,1140.7,0.022942,-1
49,0.46875,0.21519,0.85004,0.17563,0.014605,1.5715,0.86903,0.001863,502.91,0.019538,-1
13,0.304,0.08468,0.31826,0.064644,0.00014781,0.62811,0.32642,0.0056325,108.76,0.030153,-1
15,0.2943,0.080073,0.29484,0.29785,0.019318,0.1077,0.40861,0.023221,277.89,0.042389,-1
20,0.32815,0.10047,0.38882,0.46083,0.0029858,0.24754,0.48144,0.017248,338.96,-0.091965,-1
34,0.49681,0.23852,0.88571,0.16195,0.027899,1.1442,0.95269,0.010976,384.16,0.0627,-1
13,0.31076,0.089117,0.32886,0.057231,0.015139,0.13518,0.33288,0.0005142,47.562,0.012249,-1
7,0.18514,0.028422,0.087843,0.023787,0.0001797,0.057024,0.093706,0.0081017,129.66,0.15624,-1
58,0.45226,0.20146,0.75319,1.6754,0.39593,0.26199,0.97971,0.016204,981.98,-0.013363,-1
95,0.56746,0.3137,1.3609,2.1172,0.064301,1.9233,1.5323,0.0081825,2233.1,0.020901,-1
5,0.1841,0.026999,0.079928,0.042205,0.00010128,0.042706,0.094159,0.0029166,81.524,-0.19115,-1
33,0.17253,0.028732,0.10982,0.90322,0.00083552,0.069784,0.15552,0.0036544,3782.9,0.078478,1
4,0.10008,0.0074018,0.023396,0.0042463,9.8e-007,0.023787,0.024238,0.0034799,88.576,0.1503,1
32,0.30432,0.088706,0.34294,0.99512,0.0022991,0.18806,0.43655,0.0074241,944.48,-0.0024161,-1
49,0.46862,0.21506,0.84683,0.18062,0.0030012,3.2366,0.85847,0.00086515,460.56,0.0027595,-1
13,0.30222,0.084128,0.30577,0.063203,0.0279,0.095863,0.327,0.0077886,204.81,-0.026653,-1
13,0.27562,0.074201,0.23996,0.37302,0.0097938,0.077625,0.40522,0.029315,250.09,-0.12419,-1
16,0.31174,0.08808,0.33282,0.37906,0.0015823,0.18479,0.38556,0.015316,292.61,-0.017686,-1
34,0.49498,0.23662,0.88817,0.15916,0.016073,1.4644,0.94304,0.011162,426.11,0.063448,-1
13,0.31225,0.089697,0.33036,0.051862,0.00067921,0.55093,0.33386,0.0010236,56.134,-0.0056246,-1
7,0.17871,0.026457,0.088674,0.02868,5.335e-005,0.074374,0.095523,0.006865,102.42,0.19911,-1
58,0.45258,0.20181,0.75436,1.7078,0.42609,0.25631,0.99108,0.016748,1159.9,-0.011076,-1
95,0.56704,0.3132,1.3655,2.0697,0.071853,1.8676,1.5382,0.0085562,2314.9,0.020973,-1
5,0.18187,0.026016,0.081064,0.03732,3.824e-005,0.051381,0.090591,0.0045404,69.238,-0.21595,-1
34,0.17508,0.029435,0.11209,0.75111,0.000566,0.071334,0.14819,0.0022833,3823.3,0.066921,1
8,0.12096,0.012073,0.046447,0.047473,9.36e-006,0.023437,0.058716,0.0084654,257.1,0.19387,1
29,0.29814,0.084143,0.3313,0.57607,0.00047873,0.22407,0.38381,0.0093157,826.81,0.0142,-1
5,0.23745,0.043506,0.12265,0.031934,0.00057533,0.062969,0.14112,0.025144,30.347,-0.33066,-1
50,0.47314,0.21941,0.86587,0.9829,0.015777,1.4838,0.90431,0.0026257,593.74,-0.013364,-1
13,0.30342,0.084469,0.30961,0.059815,0.00090467,0.40013,0.32074,0.0051646,166.9,-0.009575,-1
11,0.259,0.06483,0.17829,0.24851,0.0021244,0.072742,0.27391,0.016963,233.22,0.11287,-1
21,0.32868,0.1031,0.38161,0.5948,0.0011736,0.22296,0.46246,0.014015,384.87,-0.059901,-1
34,0.49841,0.24007,0.90281,0.16941,0.022715,1.2704,0.95601,0.011503,390.42,0.064603,-1
13,0.31251,0.089979,0.33171,0.039198,0.0097674,0.16828,0.33442,0.00070555,57.338,-0.0056246,-1
7,0.17521,0.025258,0.095999,0.037716,2.431e-005,0.080908,0.10474,0.011714,213.55,0.14557,-1
100,0.52025,0.26687,1.1122,1.1699,0.82765,0.46629,1.2933,0.0074154,2912.7,0.0053153,-1
34,0.40389,0.15856,0.55999,2.0291,0.04773,0.26137,0.74777,0.020681,375.13,-0.0040362,-1
47,0.3076,0.091637,0.35188,3.3974,0.0073589,0.1666,0.54703,0.0072836,1944.8,0.036032,-1
6,0.18135,0.025228,0.07894,0.062308,0.00014684,0.04071,0.1188,0.021747,144.42,0.48105,-1
67,0.48679,0.23336,0.92878,0.20741,0.022063,1.7558,0.94496,0.0014088,686.22,-0.0011694,-1
5,0.1996,0.031693,0.086351,0.039446,0.00022641,0.039705,0.10231,0.013074,65.242,-0.004602,-1
3,0.087728,0.0051256,0.015377,3.145e-005,0,1.253,0.015377,0,0.79808,-0.003068,-1
33,0.38439,0.14283,0.55861,0.13752,0.003706,1.0332,0.58647,0.0044688,699.76,-0.016917,-1
98,0.51787,0.26416,1.0796,1.1218,0.095584,1.2178,1.2043,0.0048854,2728.5,-0.0004192,-1
33,0.39832,0.1544,0.542,1.7594,0.034709,0.26787,0.6653,0.010188,446.4,-0.0059442,-1
48,0.31132,0.093673,0.36242,4.102,0.0075967,0.17245,0.59293,0.0088486,1712.2,0.050718,-1
8,0.19281,0.031264,0.10447,0.050098,9.535e-005,0.071618,0.11602,0.011883,221.21,-0.0077229,-1
68,0.48992,0.23649,0.94091,0.29456,1.093,0.28429,1.0011,0.0046036,856.25,-0.0010477,-1
3,0.15359,0.014714,0.041598,0.0098516,0,0.03273,0.044143,0.0041309,30.553,0.34431,-1
33,0.38698,0.14461,0.59674,0.19196,0.0027342,1.0451,0.61898,0.0084264,390.02,0.022318,-1
95,0.11096,0.010838,0.13607,0.24905,0.0010907,0.10033,0.21359,0.0051956,68208,0.010252,-1
98,0.51886,0.26526,1.104,1.1538,0.1013,1.1962,1.2389,0.0076356,2844.6,0.0077357,-1
33,0.39828,0.15436,0.53997,1.8384,0.038616,0.25959,0.68483,0.016342,440.49,-0.0078111,-1
48,0.31022,0.092851,0.35942,4.0161,0.0081254,0.17435,0.56803,0.0075665,1707,0.044405,-1
8,0.20616,0.036455,0.11564,0.032868,0.0001647,0.098648,0.12786,0.0094157,256.62,0.049579,-1
68,0.48984,0.23638,0.94028,0.28675,0.65428,0.33873,0.99373,0.0045146,791.7,0.0019549,-1
32,0.38571,0.14357,0.62674,0.31364,0.0055873,0.67153,0.67939,0.020894,557.11,0.017949,-1
100,0.52133,0.26769,1.095,1.3726,0.097993,1.2176,1.2347,0.0067686,2945.4,0.0085838,-1
33,0.39808,0.154,0.54356,1.5428,0.032986,0.27698,0.66955,0.015773,418.73,-0.0078077,-1
47,0.30323,0.089537,0.34406,3.8748,0.0056703,0.17505,0.50517,0.0056765,1968.7,0.046707,-1
5,0.14643,0.015785,0.052574,0.039105,1.276e-005,0.026832,0.065451,0.013324,49.181,0.31979,-1
68,0.49022,0.23677,0.9412,0.22661,0.0093831,2.7098,0.96311,0.0018497,856.03,-0.0019974,-1
28,0.36176,0.12605,0.51712,0.18182,0.0067041,0.54314,0.55354,0.011602,535.84,0.025057,-1
98,0.1086,0.010623,0.12901,0.27445,0.0010493,0.089279,0.23222,0.0051601,69904,0.0098948,-1
101,0.52281,0.26939,1.1095,1.3055,0.1217,1.1452,1.2485,0.0050802,2865.8,0.0050219,-1
35,0.4094,0.16419,0.57735,1.4383,0.051367,0.2791,0.7067,0.014999,480.5,-0.0059555,-1
53,0.32453,0.10155,0.4033,4.9979,0.0043361,0.2026,0.57763,0.0070343,2227.9,0.034525,-1
7,0.20865,0.036185,0.12952,0.016803,1.024e-005,0.26993,0.13163,0.0083858,63.263,0.10188,-1
68,0.48952,0.2361,0.94113,0.26031,0.031498,1.5035,0.98189,0.0029299,986.13,0.006934,-1
3,0.088286,0.005191,0.015573,3.185e-005,0,1.269,0.015573,0,0.78802,-0.003068,-1
24,0.34652,0.11516,0.49881,0.23117,0.0044529,0.46133,0.54032,0.022085,375.44,0.053691,-1
99,0.51787,0.26418,1.0796,1.1285,0.11766,1.1204,1.2186,0.0049649,3547.2,0.003014,-1
34,0.40479,0.16039,0.56016,1.4853,0.048489,0.26001,0.70977,0.012752,506.75,-0.00595,-1
54,0.32646,0.10265,0.4137,5.1626,0.0035263,0.21089,0.57864,0.0067214,2119.9,0.03973,-1
7,0.2136,0.038394,0.15528,0.027506,3.125e-005,0.24703,0.15778,0.017183,49.62,0.043436,-1
68,0.48976,0.23634,0.94064,0.24856,0.035659,1.4323,0.96624,0.0016144,851.19,0.0015345,-1
3,0.088147,0.0051746,0.015524,3.175e-005,0,1.265,0.015524,0,0.79051,-0.003068,-1
24,0.34336,0.11304,0.4443,0.14337,0.0029611,0.55485,0.47463,0.010449,474.32,0.045697,-1
89,0.50185,0.24815,0.99326,0.47985,0.1957,0.7899,1.0913,0.0040678,2494,0.018858,-1
34,0.40412,0.15905,0.56058,1.582,0.04787,0.2625,0.69911,0.012592,597.8,-0.00595,-1
53,0.32766,0.10284,0.45151,4.0901,0.0037693,0.21923,0.64477,0.014853,2262.6,0.025399,-1
7,0.15415,0.020341,0.083354,0.046256,0.000934,0.029615,0.097359,0.010404,137.19,0.025867,-1
66,0.48313,0.22985,0.91625,0.29899,0.021232,1.6817,0.95232,0.0021893,964.82,0.0074786,-1
3,0.088285,0.0051909,0.015573,3.185e-005,0,1.269,0.015573,2.1e-007,0.78802,-0.0030679,-1
29,0.37091,0.13206,0.55873,0.24154,0.0046567,0.62825,0.60427,0.014999,573.22,0.039051,-1
106,0.11768,0.012544,0.12245,0.32944,0.0017278,0.072062,0.22049,0.0052969,65086,0.021598,-1
85,0.4978,0.24408,1.0145,0.81404,0.014423,2.0398,1.0599,0.004129,2074.7,0.0052427,-1
33,0.39642,0.15307,0.54069,1.945,0.035985,0.26981,0.64693,0.014412,485.36,-0.0059442,-1
52,0.32411,0.10094,0.43025,3.6949,0.0039481,0.20896,0.65667,0.014531,2176.8,0.048269,-1
7,0.17738,0.025269,0.089188,0.047675,0.00018777,0.04451,0.10445,0.011595,119.78,-0.049304,-1
67,0.48647,0.23311,0.92684,0.22079,0.012224,2.3123,0.94853,0.0012613,929.22,-0.0093138,-1
40,0.42184,0.17307,0.71889,0.32388,0.0041053,1.1918,0.7642,0.011012,772.72,0.029227,-1
99,0.11858,0.012564,0.14824,0.26634,0.0012345,0.11776,0.19146,0.0063348,58790,0.0097712,-1
76,0.47921,0.22603,0.93513,0.94911,0.01252,1.5304,1.0001,0.0051042,2349.9,0.0096181,-1
34,0.40285,0.15817,0.55823,5.0392,0.050272,0.25619,0.70345,0.010686,556.87,-0.00595,-1
53,0.32434,0.10124,0.4012,3.0113,0.0042419,0.20193,0.58327,0.0073313,1792.8,0.042968,-1
7,0.21274,0.036965,0.14424,0.035952,1.197e-005,0.18387,0.14832,0.015801,86.958,0.067188,-1
67,0.48572,0.23235,0.92525,0.18758,0.35069,0.43697,0.94887,0.0018411,916.92,0.0024508,-1
43,0.4276,0.1783,0.70289,0.23719,0.0024299,1.868,0.73987,0.0045375,849.14,0.0085797,-1
7,0.16692,0.023682,0.083371,0.014833,0.0007617,0.031782,0.08684,0.0014375,148.5,0.01154,-1
103,0.13988,0.017324,0.17334,0.27456,0.0020156,0.14505,0.27538,0.0056961,65054,0.0090759,-1
58,0.43946,0.18933,0.78552,0.72316,0.010577,1.0683,0.84511,0.0075322,1799.2,0.0074677,-1
34,0.40328,0.15939,0.55844,2.7192,0.042555,0.27591,0.6838,0.015034,453.58,-0.013073,-1
52,0.32116,0.099882,0.39323,2.6666,0.0047732,0.19378,0.57936,0.0082199,2338.9,0.02221,-1
8,0.21375,0.03872,0.14143,0.046585,0.00013838,0.12452,0.15405,0.016742,223.05,0.074816,-1
67,0.48613,0.23275,0.92496,0.17902,0.65614,0.32981,0.94334,0.0014687,804.78,0.0016783,-1
3,0.087938,0.0051501,0.01545,3.16e-005,0,1.259,0.01545,0,0.79428,-0.003068,-1
43,0.429,0.17949,0.71655,0.18494,0.0013509,2.4189,0.74302,0.0048336,799.53,0.022478,-1
13,0.21805,0.043755,0.16232,0.03534,0.00017476,0.22308,0.17022,0.0011818,257.54,0.089322,-1
7,0.18539,0.029575,0.091268,0.071673,0.00025358,0.042834,0.11874,0.0087247,122.21,-0.1974,-1
106,0.13873,0.017626,0.12608,0.20627,0.0023044,0.080059,0.24098,0.0046424,48270,0.0086137,-1
40,0.37868,0.13951,0.54464,0.11116,0.0039912,1.1036,0.57026,0.0045102,1069.7,0.023351,-1
33,0.40134,0.15591,0.53279,2.0012,0.051492,0.22751,0.75454,0.022676,446.55,-0.034783,-1
47,0.3054,0.090469,0.34558,1.7351,0.0060278,0.16933,0.51079,0.0052433,1746.5,0.043658,-1
4,0.12743,0.011947,0.034611,0.013318,4.2e-006,0.019812,0.040119,0.0061902,66.13,0.35254,-1
69,0.4945,0.24093,0.95735,0.21558,0.010909,2.6646,0.97455,0.0013639,836.52,-0.0060457,-1
3,0.094826,0.0059885,0.017966,3.674e-005,0,1.464,0.017966,2.5e-007,0.68306,-0.0030679,-1
43,0.42847,0.17906,0.70232,0.17727,0.0034986,1.8744,0.72951,0.0033172,783.11,0.0075122,-1
13,0.21845,0.043929,0.1632,0.025154,5.027e-005,0.36523,0.16546,0.00073118,100.79,0.039192,-1
17,0.26292,0.065007,0.24409,0.052247,0.0021011,0.21321,0.25203,0.0013965,266.08,-0.021799,-1
7,0.20881,0.033388,0.10888,0.08317,0.00092296,0.050782,0.1477,0.022579,109.22,0.3617,-1
21,0.2796,0.074379,0.28001,0.12583,0.00018574,0.43047,0.29284,0.003666,448.2,0.041756,-1
33,0.39864,0.15363,0.54673,1.1307,0.045992,0.25148,0.69503,0.017705,551.93,-0.0059442,-1
46,0.30993,0.091738,0.34378,2.2718,0.0044953,0.15766,0.48839,0.0046424,1538.4,0.04516,-1
7,0.17262,0.023854,0.073784,0.048862,6.922e-005,0.036318,0.092106,0.013129,167.69,0.10953,-1
66,0.48368,0.2304,0.91572,0.17539,0.011806,2.3063,0.93814,0.0015948,821.35,0.0073265,-1
42,0.42135,0.17314,0.6743,0.18798,0.0018855,2.0723,0.70267,0.0034668,883.35,-0.0013488,-1
13,0.22036,0.044602,0.16601,0.035791,0.0007098,0.14517,0.17053,0.0012551,183.03,0.047908,-1
10,0.32569,0.094892,0.29185,0.07381,0.0033123,0.20124,0.31172,0.020774,60.016,0.14087,-1
17,0.24643,0.056719,0.21109,0.11675,0.00056905,0.19021,0.23322,0.0041147,396.47,0.060597,-1
32,0.3932,0.14866,0.53795,0.9499,0.040468,0.25287,0.67889,0.016987,535.38,-0.005938,-1
39,0.28509,0.078927,0.28446,1.3846,0.0054686,0.12955,0.38612,0.0070325,1668.7,0.057653,-1
6,0.18217,0.026577,0.08644,0.028418,0.00051918,0.038137,0.10252,0.016083,143,0.23312,-1
67,0.48765,0.23419,0.92907,0.21915,0.033434,1.4414,0.96337,0.0024525,919.17,-0.0051151,-1
42,0.42098,0.17276,0.68092,0.20836,0.0014938,2.0414,0.70992,0.0038388,771.47,0.022069,-1
13,0.21871,0.044099,0.16112,0.0336,0.007765,0.052021,0.17293,0.00196,219.49,0.077853,-1
9,0.30965,0.081646,0.26782,0.61653,0.0026214,0.18179,0.2938,0.029386,126.35,0.2261,-1
13,0.22218,0.04461,0.15923,0.10447,0.00014703,0.12556,0.17675,0.0058922,280.03,0.023036,-1
32,0.39587,0.15149,0.52862,0.9493,0.04813,0.23247,0.72304,0.021289,464.91,-0.031344,-1
18,0.20159,0.037589,0.12729,0.44379,0.0012781,0.052895,0.19146,0.0074111,854.35,0.064717,-1
5,0.16136,0.02028,0.061137,0.016234,0.00045193,0.022958,0.070431,0.0095187,173.37,0.25968,-1
69,0.49549,0.24191,0.9615,0.15556,0.0096833,2.8902,0.98257,0.001367,986.64,-0.0060457,-1
43,0.4275,0.178,0.69755,0.27633,0.0028238,1.6425,0.73951,0.0043303,931.92,0.023653,-1
14,0.22607,0.047544,0.17343,0.067956,0.0016977,0.10135,0.19844,0.0055763,213.1,0.10653,-1
12,0.35201,0.1113,0.40703,0.10525,0.0016281,0.5455,0.44216,0.029748,200.88,0.16946,-1
10,0.27927,0.070189,0.2523,0.024228,0.00020422,0.52945,0.25517,0.0010427,53.138,0.040207,-1
11,0.20397,0.036898,0.12562,0.12417,0.00012137,0.068404,0.16541,0.0065388,227.32,0.21583,-1
32,0.39837,0.15376,0.54849,0.91307,0.036437,0.27216,0.67106,0.012964,570,-0.005938,-1
13,0.18527,0.031624,0.092582,0.37269,0.0013153,0.034401,0.14362,0.011442,603.63,-0.0056246,-1
6,0.23322,0.040895,0.11817,0.033315,0.00013354,0.077868,0.14008,0.032295,164.29,-0.0049087,-1
58,0.45263,0.2014,0.79497,0.11619,0.0011518,4.7326,0.80618,0.00072845,622.85,-0.0033007,-1
7,0.17502,0.025953,0.087319,0.034403,5.928e-005,0.072422,0.092279,0.001983,124.39,-0.0051133,-1
3,0.087833,0.0051378,0.015413,3.153e-005,0,1.256,0.015413,0,0.79618,-0.003068,-1
43,0.43046,0.18054,0.721,0.22476,0.0011325,2.2687,0.74754,0.0054655,708.31,0.023043,-1
13,0.21865,0.04395,0.16228,0.027795,9.257e-005,0.313,0.16577,0.0009141,193.51,0.018663,-1
11,0.33439,0.098057,0.32217,0.12415,0.0041165,0.22605,0.35806,0.024343,127.13,0.1965,-1
14,0.328,0.099885,0.36498,0.076962,0.0024811,0.38704,0.3747,0.0023047,98.834,0.0027486,-1
3,0.11306,0.0085125,0.025537,5.223e-005,0,2.081,0.025538,1.8e-007,0.48054,-0.0030679,-1
22,0.31933,0.097461,0.3775,0.2928,0.034112,0.14723,0.4138,0.0036931,314.09,-0.033727,-1
12,0.25372,0.058268,0.18162,0.30441,0.0016201,0.074796,0.2571,0.021966,132.57,-0.0055781,-1
16,0.20229,0.037696,0.10509,0.53758,0.0011404,0.045769,0.25961,0.019765,633.3,0.042628,-1
8,0.27283,0.065141,0.1609,0.052517,0.0013147,0.069439,0.18415,0.031075,173.19,0.096708,-1
58,0.45226,0.20096,0.79246,0.22673,0.007158,1.8549,0.82707,0.0029649,625.12,-0.008563,-1
7,0.17361,0.026087,0.086454,0.060148,0.00031822,0.044645,0.098093,0.0027017,174.67,-0.0051133,-1
44,0.43199,0.18223,0.72006,0.18907,0.0020181,2.3114,0.75179,0.0041614,853.41,0.018674,-1
13,0.21745,0.043623,0.16169,0.023383,8.12e-005,0.34594,0.16442,0.00069801,183.24,0.041126,-1
14,0.40442,0.14698,0.51159,0.12654,0.0028204,0.68107,0.54083,0.025726,112.45,0.12478,-1
10,0.27898,0.070006,0.2504,0.039904,6.314e-005,0.55483,0.25271,0.00081113,34.294,0.010575,-1
32,0.40852,0.16407,0.58974,0.93175,0.076515,0.23086,0.77656,0.022772,456.27,0.028946,-1
24,0.24128,0.056383,0.16767,1.0304,0.0056549,0.069641,0.25342,0.0097207,954.54,0.052695,-1
60,0.46001,0.20816,0.82184,0.10868,0.0024343,3.7355,0.83162,0.00084207,641.76,-0.0048364,-1
8,0.18332,0.029433,0.1014,0.030008,0.00012091,0.10401,0.1038,0.0011825,81.006,0.0046442,-1
3,0.095215,0.0060378,0.018113,3.705e-005,0,1.476,0.018113,0,0.67751,-0.003068,-1
3,0.087728,0.0051256,0.015377,3.145e-005,0,1.253,0.015377,0,0.79808,-0.003068,-1
4,0.19622,0.027332,0.080725,0.033099,3e-008,0.046016,0.093728,0.02214,42.512,-0.42264,-1
44,0.42798,0.17897,0.70472,0.18001,0.0015324,2.5064,0.73606,0.0035016,1004.1,0.0083151,-1
14,0.22805,0.048259,0.17574,0.064874,0.00015669,0.21847,0.18111,0.0011388,164.21,0.022044,-1
8,0.24837,0.050409,0.16885,0.097966,0.0010379,0.10231,0.19511,0.020575,137.01,0.27798,-1
11,0.20474,0.037382,0.12042,0.16376,0.00021746,0.056798,0.1705,0.0074133,199,0.18181,-1
33,0.40269,0.15799,0.56273,1.0738,0.04154,0.27567,0.69751,0.016449,448.78,-0.0059442,-1
46,0.31482,0.096593,0.34462,2.8091,0.0069175,0.15449,0.49175,0.0062749,1721.5,0.043409,-1
6,0.14318,0.017012,0.057096,0.0371,0.00016467,0.025691,0.07043,0.004777,241.1,0.080687,-1
69,0.49402,0.24047,0.95463,0.3165,0.085969,0.96215,0.99964,0.0032659,769.63,-0.0060457,-1
3,0.088182,0.0051787,0.015536,3.178e-005,0,1.266,0.015536,0,0.78989,-0.003068,-1
